dbname,id
"BILODEAU, DENIS",1524
"SMITH, MARIANNE",1525
Thomas E. Krouse,1526
"BAGATELOS, JONATHAN P.",1527
Jeff Stone,1433
"VARGAS, JUAN C.",333
"DENNEY, RALPH",1217
Brad Sherman,307
Carter N. Pope,1299
"BAILEY, STEVEN",1528
"WALKER, LARRY",1529
"KIRALY, VIRGINIA C.",1530
Chris Holden,853
"Arthur ""Art"" Moore",1531
"COX, JOHN H.",1532
"GOYA, JOHN C.",1279
"CRESSMAN, DEREK",1533
Jim Beall*,1255
"GAINES, EDWARD TED",1534
"BASS, KAREN",851
Michael Allen*,755
"WOOD, JIM",155
"CHAMP, GLENN",1535
"LEGG, DAWN ORTIZ",1536
"RAMIREZ, RICK",1537
Vince Fong,1538
Susan A. Davis,691
Sunder Ramani,152
"MARKOVICH, PETER SCOTT",1539
"GUTIEREZ, LYDIA ANN",1540
"MARINELLI, LOUIS J.",1541
"MC IVER, BARBARA",1083
"SULLIVAN, ROBIN S.",1542
"REYES, EDWARD PAUL",1543
Daniel Sahagun,1544
"CAMPBELL, WILLIAM J.",1545
"ROYAL, TODD",1287
"DUVALL, MIKE",1546
Jonathon Louis Sosa,1547
"MC PHERSON, BRUCE",1257
"BUCK, JILL",1548
Melissa Melendez*,1549
"Carlos ""Chuck"" Taylor",1550
"FONG, VINCENT",1551
"CRAFFEY, MATTHEW",1145
"BAKER, JOHN",1552
Francine Busby,1553
Evan Low,110
"NASH-HOFF, MICHELE",1554
"PACHECO, ROBERT \BOB\""""",1555
Gary Clift,1556
"CAMPBELL, JOHN",1308
Elizabeth Echols,1102
"ALLEN, BEN",1248
"LOWENTHAL, SUJA",1557
Kamala D. Harris*,1117
Mary Toman-Miller,1558
"RICHMAN MD, KEITH",1559
Fiona Ma*,862
"MULLIN, KEVIN",708
"MORRISON, WILLIAM M.",1560
Mary England,1441
"JORDAN, SUSAN",1561
"LACHMAN, ANDREW",1562
Jerry Hill*,3
Henry Stern,1563
"COLE, ROBERT",1564
"POYTHRESS , ROBERT",1565
"ACKERMAN, LINDA",1566
Isadore Hall*,1448
"LEONARD, BILL",1567
"WARD, MITCH",1568
Steven S. Choi,473
Derrick W. Roach,919
Sandra Mendoza,603
"FUENTES, CHUCK",1569
"GILBREATH, PATRICIA L.",1570
"CRAWFORD, CRYSTAL",1571
Ash Kalra,1572
"REED, RICHARD",954
"FRUSETTA, PETER",1573
"YOUNG, CRAIG",1574
"Kathleen ""Suzy"" Evans",1575
Keith D. Curry,1062
Matthew Gene Craffey,1576
"IRWIN, JACQUI",1577
"KEATING, JANICE E.",1578
"HALL, VINCE HENRY",1579
"LEDFORD, JAMES C.",1580
"YARBROUGH, D. SHELLY",1581
"BAUGH, SCOTT",1582
"KUEHL, SHEILA J.",1583
"Bernard ""Bernie"" Sanders",1584
Leland Yee*,289
Matt Heath,1585
Robert W. Derlet,1586
Thomas Krouse,700
"WILLIAMS, DAS",756
"GLAZER, STEVEN",1587
"TATEISHI, PETER",1319
"BRYSON, ANNA",1588
Alan Nakanishi,1589
"HASWELL, ROB",1590
Mark DeSaulnier,1184
"ROESCH, JEAN",1591
Jose Hernandez,1592
"WILLEY, LARRY",1593
Maxine Waters*,119
"VON SZELISKI, HEIDI",858
Doris Matsui,1502
Dennis Cardoza*,1594
"NAHABEDIAN, NAYIRI",1595
"GARCIA, CARMELITA",1596
Ken Calvert*,830
"GORSULOWSKY, TIMOTHY S.",1597
"DOW, DANIEL L.",1598
Roger Dickinson*,1026
Andy Pugno,1599
George Plescia,1600
Tom Daly,1001
Karina Cervantez Alejo,139
"GUTIERREZ, RICHARD",1601
"MC FARLAND, BRUCE DAVID",1602
"FLORES, ARMANDO M.",1603
"FORD, MARY JO",1604
Tim Sbranti,545
Jacqui Irwin,1577
Richard Alarcon,563
"RAMIREZ, MANUEL A.",1605
"GORDON, BARRY",1606
Sebastian Ridley-Thomas,1607
"CALAYCAY, COREY L.",1608
"BLOCK, MARTY J.",1403
Gary G. Miller*,1609
Phu Nguyen,96
"BATTIN JR., JAMES F.",1610
"IZEN, TYLER",1611
"PEPPLER, SUSAN",1612
"BECKLES, JOVANKA",1613
Scott R. Jones,1614
Mike Thompson*,903
"ALBY, BARBARA J.",1236
"BERRYHILL, WILLIAM R.",1615
"MARQUEZ, LUIS H.",812
Tony Thurmond,1168
"JONES, JUDY",854
Wilmer Amina Carter*,69
"PRANG, JEFFREY",1616
"RODRIGUEZ, GREG",674
"RUSH, ROBERT L.",1617
Chris Blake Wiggins,1618
"LEHMANN, HARRY",1619
Rafael Estrada,1375
Robert (Bob) Evans,1620
"ARONER, DION LOUISE",1621
"NEGRETE MCLEOD, GLORIA",497
"PATINO, JAIME R.",827
"Howard P. ""Buck"" McKeon*",1622
Drew E. Leavens,1623
Scott Peters,1354
"KALRA, ASH",1572
"K. ""Jeffrey"" Jafri",1624
José Luis Perez,1625
Susan A. Bonilla*,1626
Fran Florez,1627
Mike Gatto*,1227
Kansen Chu,261
Marty Block,1403
"AANESTAD, SAMUEL",1628
Dana Rohrabacher,1629
"CLUTE, STEVE W.",1630
Devin G. Nunes*,39
Melissa Melendez,1549
Ronald J. O'Donnell,1631
"FAZIO, STEVE",718
Ricky Gill,1632
Alan Lowenthal,1470
"PATRASCU, EMANUEL",1633
"AYRES, JIM",1634
Mark Takano,974
"GABRIEL, LYNN",1635
"CUNNINGHAM, JORDAN",1436
Mike Eng*,1499
Marc Rodriguez,1636
"GUTIERREZ, LYDIA A.",1637
"CHAVEZ, LUIS",1363
Elan Carr,1638
"PACHECO, ROBERT",1639
"CAPLANE, RONNIE",1640
Denise Gitsham,1641
"COHN, STEVE",1405
Kevin Mullin*,708
Bill Berryhill,652
Jerry Lewis*,1642
"NEVIN, MIKE",1643
"MATHUR, PRIYA",1644
Dana Rohrabacher*,1629
James Hinton,1645
Manuel Ramirez,1605
"PACHECO, RODRIC A.",1646
"DE LA TORRE, HECTOR",1647
"STERN, HENRY",1563
"GREWAL, MANMEET",1648
"HEUMANN, KAREN A",1649
"EASTMAN, JOHN C.",1650
"ANDERSON, JOEL C.",1477
Jim Frazier,259
"DIAZ, MANNNY",1409
"Edward ""Ed"" Schmerling",1651
"K.H. ""Katcho"" Achadjian",728
Chris Kolski,890
"KASSAKHIAN, ARDASHES",1652
"CAPLANE, RONNIE GAIL",1653
"HARPER, MATTHEW",1423
"ZINK, TODD",305
Marc Berman,583
"EASTON-BROWN, ALEX",1654
"SCOTTO, FRANK",1655
Dorothy F. Pineda,970
Tim Sheridan,1656
"POWELL, RICK",1657
"CONNELL, KATHLEEN",1658
Jeane Ensley,1659
"MAGSIG, NATHAN",1660
Chris Parker,1661
Robert Vaughn,1662
"LINDER, ERIC",275
"ISSA, DARRELL E.",564
David Chiu,915
"KRUEGER, PATRICIA \PAT\""""",1663
"HEALEY, LAURETTE",1664
"CHAU, EDWIN",1665
Mark Wyland*,1666
Timothy J. Allison,1667
Jackie Conaway,1668
"BRANSTINE, DAN",1669
"MARQUEZ, RAY",1670
"MILLER, GARY",1609
"CHUCHUA, BRIAN NEIL",1671
"Howard P. ""Buck"" Mc Keon*",1622
"HAVICE, SALLY",1672
"MADDOX, KENNETH",1673
Heidi Hall,1674
Jim Nielsen*,1675
"ROBINSON, MIKE",1676
"GONZALES, GILBERT V.",610
"GIRARD, ROSARIO",1677
Robert Rush,1617
"MCCARTY, KEVIN",258
Susan Talamantes Eggman,1304
"WYMAN, PHILLIP",1678
"MENDOZA, OSCAR",1679
"MCCANN, JOHN",54
"EDGAR, TROY",1334
"JONES, JUDITH E.",1680
"BLOCK, JOEL",941
"WALTER, ROBIN T.",1681
Raul Ruiz,1682
Joseph McCray Sr.,1683
"CHAROEN, GORPAT HENRY",1684
"JOHANNESSEN, MARK",1685
"DICKERSON, DICK",1686
"EVANS, NOREEN M.",1687
"RIDLEY-THOMAS, SEBASTIAN M.",1688
Dennis J. Campanale,1689
"SILVA, JAMES",149
Phillip Chen,1215
Rick Ciardella,1690
"DE ST. JEOR, BRET",1691
Brian W. Jones*,19
Ken Cooley*,790
"KEATING, JANICE",1578
"WILSON, LINDA",1692
Travis Allen*,442
John M. W. Moorlach,1693
"WOOLERY, LISA",1694
"WILSON, ABRAM",845
"VELA, DAVID",1695
"ROBERTS, SIERRA",216
"BRADFORD, STEVEN",1696
Kevin De Leon*,660
"KRAMER, DAN",1697
"PICO JR., THOMAS P.",1698
Bradly S. Torgan,637
"JOHN J., BENOIT",1699
"JONES, BILL",1700
"LOWENTHAL, ALAN",1470
"MALHI, SATINDER S.",1701
"WONG, LUIS A.",1358
"TORLAKSON, TOM",616
"HOM, GLORIA",1702
"VOORAKKARA, SID C.",732
Joe Coto,990
Jorge Salomon Fuentes,1187
"MACARENO, RUBEN",1427
Cathleen Galgiani,132
Jorge Lopez,1703
"NICHOLSON, LAUREL A.",1704
Beth Krom,1705
Steve Knight*,649
"CHAVEZ, ARTURO",1706
Ian Charles Calderon,1707
"HAALAND, DOUGLAS",1341
Ted J. Grose,918
"WIGGINS, PATRICIA ANN",1708
"FLOREZ, FRAN",1627
"DAVIS, MIKE",1294
"COX, DAVE",1709
Bob Stephens,1710
Mike Stoker,7
"TSIMBOUKAKIS, FOTIOS/FRANK",770
Joy D. Delepine,1711
Kevin Kiley,1432
"CHAVEZ, ROCKY",425
Anthony Cannella*,247
"KASSAKHIAN, ARDY",427
"PAGE, CHUCK",1193
"PEREZ, V. MANUEL",1212
Devon Mathis,1136
"JEFFRIES, KEVIN D",886
"WESTLY, STEVE",1712
Johnny Tacherra,1202
Joseph Alexander Rubay,1713
Marshall Tuck,1714
Lucille Roybal-Allard,1715
"WALKER, PROPHET L.",1716
Eric Swalwell,1422
"ANGELIDES, PHIL",1717
"REILLY, JANET",1718
Steve Stokes,1719
Steve Pougnet,1720
"PENA, JOHN J.",1721
"WILLIS, WARREN P.",274
Richard Bloom,256
Jack M. Guerrero,1722
"MCFADDEN, BRADLEY",701
"JOHNSON, ROSS",1723
"PUGNO, ANDY",1599
"GABL, DIANE CHRISTINE",1724
Nora Campos,777
"HIGGINS, CASEY C.",719
"BECKER, JOSH",1725
"FLUKE, SANDRA",1726
"HASKIN, GREG",1727
"ARNERICH, NEWELL KENNETH",1728
"SVOLOS, CHARLOTTE A.",1113
"Michael Clare Berryhill, Sr.",1729
"DE GONIA, JARROD R.",1730
"ONOFRE, KARINA",999
"HERNANDEZ, PATRICIA",1731
"WANG, KRIS",1732
Jay L. Stern,1733
"COGDILL, DAVID E.",1734
"REILLY, EMILY",1735
Raul Bocanegra,196
Crystal Crawford,1571
"BERNOSKY, ROBERT E.",1061
"WASHINGTON, PAT",1736
"JENKINS, STEWART D.",1737
"WALKER, SHERRY",1068
"PENA, JOHN",1721
"HALLDIN, BILL",1738
Forest Baker,1739
"BATES, PATRICIA",1740
"HUNSWECK, MICHAEL J.",1741
Jerry McNerney,1485
Jane Harman*,1742
"CONNOLLY, DAMON",362
"ONG, JENNIFER",156
Duncan Hunter*,803
Tom Berryhill,513
Steve Cooley,1064
"WYLAND, MARK B.",1666
"HADLEY, DAVID F.",1002
"MILLER, GARY G.",1609
Jackie Speier*,272
Christopher Mateo,1743
"CARCIONE, JOHN P.",1744
"SANCHEZ, LORETTA",571
"NEVIN, MICHAEL D.",1745
Lois Wolk*,799
"JESSON, NICK",1746
"JACOBI, VERONICA",772
"CARDOZA, DENNIS",1594
Betsy Butler,1295
"MC GARRY, NELLIE",570
Jimmy Gomez,210
Joel Anderson*,1477
Jim Reed,1416
Scott Wilk,1396
"MARTINEZ, SUZETTE",1747
"DIVINE, ROBERT B.",1748
"OHTAKI, PETER I.",1749
"UMBERG, THOMAS",1051
Mark Hanson,15
"MORALES, ELOY",1750
"O'CONNELL, DANIEL B.",1751
Brian P. Bilbray*,1349
"HAYES-RAITT, KELLY",1752
Henry T. Perea,1235
Steven Bradford,1696
"LAU, JAMES",1753
"KOWAL, JERRY S.",981
Lynn C. Woolsey*,1754
"KING, DAVID A.",38
"SMYTH, CAMERON",1084
"FORSCH, GLEN R.",1755
"HEADINGTON, EDWARD W.",492
Sandra Fluke,1726
"WEIDE, VANDER",1756
Ted Lieu,1025
"AUGUSTINE, LEN",1757
"CHAVEZ, EDWARD",1758
"WILDMAN, SCOTT",1759
"BEYER, DEBBIE M.",1760
"CHEEMA, SARABJIT KAUR",1761
"GRIMES, JAMES W.",1762
John P. Colbert,1763
"BETANCOURT, PAUL",1764
Sol Jobrack,436
"POPP, ELENA I.",511
Loni Hancock*,628
Gary Johnson,1765
"MIKELS, JUDY",1766
Tony Mendoza*,1309
"BENOIT, JOHN J.",781
"GRANLUND, LONNI",1767
Alberto Waisman,1768
Barbara Lee*,489
Kevin D. Jeffries*,886
"GORDON, RICHARD S.",1769
"PEREZ, VICTOR M.",1770
Lee H. Chauser,1771
"NIELSEN, JIM",1675
Justin Donald Fareed,1772
Richard S. Gordon*,1769
"KIRALY, VIRGINIA CHANG",1773
"Joseph Mc Cray, Sr.",1683
Rob Bernosky,1774
"ARGUELLO, DANIEL",1775
"ALDINGER, JIM",1776
"THIER, HOLLI",1777
"HERNANDEZ, MANUEL",1137
Marcel Weiland,1778
"MILES , LAWRENCE",1779
"DESAULNIER, MARK",1184
Raul Ruiz*,1682
"LUDLOW, MARTIN",1780
"PETERS BONHACH, HEATHER",685
"JEANDRON, GARY",1781
Lady Cage,1782
David Valadao,312
Mike McGuire,572
"MURRAY, CYNTHIA",506
Ling Ling Chang,1783
"THIESEN, TIMOTHY",1517
"FREEMAN, S. DAVID",1784
George R. Williams,1785
"LO, HENRY",1786
Michelle Steel*,339
Jeff Denham,64
Doo Sup Park,1787
"FLYNT, LARRY",1788
Jason P. Clark,356
"DE LA LIBERTAD, ARMANDO",1789
Gerald Hashimoto,1790
Mervin Evans,1791
"MITCHELL, HOLLY J.",1010
"ROMERO, GLORIA",1792
"JONES, LINDA K.",438
"PEREA, HENRY T.",1235
"JAKE, JOHN",1793
"HARDEN, DANIEL V.",1794
Mike Moloney,1795
Jean Fuller,171
"NGUYEN, JANET",1359
"DEBLAUW, RONALD E",1796
Howard Katz,1797
"LIEBER, SALLY",547
"WALSH, CHAD R.",1798
"MILLER, RAYMOND",1799
"KOREVAAR, ERIC J.",1800
"MALDONADO, ABEL",658
Gwen Patrick,1801
"ATKINS, TONI",863
"WYMAN, PHILLIP D.",1678
John Dennis,1802
Felipe Fuentes*,1366
"PAULE, PHIL",581
"VERONESE, JOE",1803
Renea Wickman,834
"KLOSS, JANINE L.",1804
"DANTONA, JIM",1805
"AMANTE, JERRY",1806
Steven Bradford*,1696
"ANGELIDES, PHILIP N.",1807
Bob Blumenfield*,1411
Jennifer Ong,156
"LENNING, DIANE A.",1808
"CASERTA JR, DOMINIC",1809
"PAPE, KEVIN",1810
Mimi Walters*,48
"SCHMIDT, ERIC",1811
Nathan Fletcher*,1243
"TUCK, MARSHALL",1714
"SALAS, BRENDA",1812
"GONZALES, RICK",1813
"PETRILLA, JESSE",1814
"MENDOZA, TONY",1309
"OTTO, KEVAN",1815
Anthony Cannella,247
"LEVINE, LLOYD",1816
"SCHWARZENEGGER, ARNOLD",1817
"FARRISE, SIMONA",1818
"BIGGERS, KEVIN J.",1819
"BREYER, MICHAEL",10
"WOODS, DARCEL",997
"COOPER, JIM",1507
Eduardo Garcia,796
"MASTIN, JAMES",1820
Mary Bono Mack*,1821
Deborah (Debbie) Bacigalupi,1822
"MOUANOUTOUA, VONG",1823
"DAIGLE, LESLIE J.",1824
"LEDDY, JIM",1825
"ALQUIST, ELAINE",1826
"WESTALL, ANDREW J.",1827
"LIEU, TED",1025
Linda Halderman,102
Greg Opinski,1828
"FENNELL, DAVID",1829
"PAK, BEN",1830
Loretta L. Sanchez,571
"BAUMANN, HELEN K.",1831
Mark Anthony Orozco,1832
"CHANDLER, ROBERT L.",1833
"MC LEOD, GLORIA NEGRETE",497
Bob Whalen,1834
Gavin Newsom,675
"BYRNE, JOHN",1835
"HU, GRACE",1836
"GARCIA, BONNIE",288
"BROUGH, BILL",1837
Wally Herger*,1838
"VASCONCELLOS, JOHN",1839
"REYES, SARAH",1840
"AREIAS, RUSTY",1841
"CASTANEDA, STEVE",1842
Melissa Ruth O'Donnell,1843
"Patricia C. ""Pat"" Bates",1844
"DURAZO, MARIA ELENA",1845
"KANG, SAM",1846
Steve Glazer,1587
"Kevin J. Lincoln, II",1847
"TAYLOR, ZACHARY",292
"FERNANDEZ, JOANNE",1848
"CAMPBELL, JOHN B.T.",1849
Elton Gallegly*,1850
Louie J. Campos,1851
"CARRILLO, PEDRO",1852
Alyson L. Huber*,1237
Tom Berryhill*,513
Eric Linder,275
Craig Huey,1853
"KIM, JANE",448
Chad Walsh,1798
"WRIGHT, RODERICK \ROD\""""",332
Eloise Reyes,983
"RICHMAN, KEITH STUART",1854
Lucille Roybal-Allard*,1715
"CARRILLO, WENDY",1855
"ROESCH, JEAN DR.",1856
"DAHLE, BRIAN",36
Andrew Masiel Sr.,1857
Ray Moors,1858
"KLEHS, JOHAN",1859
"WALTERS, MARIAN",1860
"GALVAN , ISAAC J.",400
"BATES, PATRICIA C. \PAT\""""",1844
Doug La Malfa,964
"ELLIOTT, ROBERT V.",1861
"PERATA, DON",1862
"ZIMMERMAN, MICHAEL",1863
Noreen Evans,1687
"JONES, BRIAN W.",19
"ZIPPI, MARIANNE",1864
Mike Villines,1865
Ferial Masry,1150
Bob Wieckowski*,538
R. Adam King,1866
"KAMENIR-REZNIK, JANICE",1867
"ACHADJIAN, KHATCHIK",1868
"DELIGIANNI-BRYDGES, ALEXIA L.",1869
Scott Markovich,1870
"FAJARDO, JOEL",1871
"HARMAN, TOM",1872
"GRUENER, GARRETT",1873
Brian Dahle*,36
"James I. ""Jim"" Faison",1874
"WEBER, SHIRLEY N.",445
"BRONNER, REGINALD G.",1875
Nancy Skinner*,507
"O'DONNELL, PATRICK",1045
"AYALA, LUIS",1876
"HUEY, CRAIG",1853
"DAVENPORT II, ROBERT",1877
"KOKKONEN, MATT",1878
"STECKLER, CRAIG",1879
Joel Anderson,1477
Hector Diaz,1219
Rita Ramirez,1880
"ANTONOVICH, MICHAEL",60
"VALENCIA, ANA",1881
"JONES, JUDITH E",1680
Mike A. Gipson,409
"GARAMEDI, JOHN",241
"SILVER, JOY",1882
"RUBIO, BLANCA",218
"AANESTAD, SAMUEL M.",1628
"VAUGHN, NED",1883
"LEBLANC, DEBORAH",1884
"GARDNER, M. DEAN",30
Paul R. Garver,1885
Travis Allen,442
"MARKS, CINDY",1886
"MELENDEZ, MELISSA",1549
"NEWCOMER, OWEN",1887
"YOUNG, JOEL",1440
"HANSON, MARK N.",1888
"HOLT, GABRIELLA S.",1889
Paul Fong*,1189
Meg Whitman,1890
"STRICKLAND, PAUL",1891
Harmeet K. Dhillon,536
"WAYNE, HOWARD",1892
"MAZE, BILL",1893
